MSSV,FullName,ClassCode,DateOfBirth,Hometown,Gender,AdmissionMethod,AdmissionScore,Email,PhoneNumber,Address,Major,Department,AcademicStatus,EnrollmentYear,GPA,AccumulatedCredits,Advisor
20259437,Phan Anh Long,CNPM01-K68,28/07/2006,Thai Binh,Nam,Danh gia nang luc,20.8,20259437@sis.hust.edu.vn,0963664904,So 127 Pho Chua Boc - Thai Binh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,2.56,92,Hoang Duc E
20259438,Le Ngoc Tuan,ATTT03-K68,23/05/2007,TP HCM,Nam,Hoc ba,29.9,20259438@sis.hust.edu.vn,0992137459,So 17 Pho Chua Boc - TP HCM,He thong thong tin,Truong CNTT&TT,Canh cao,2025,2.67,7,Nguyen Van A
20259439,Le Thi Viet,ATTT03-K68,21/03/2004,TP HCM,Nu,Danh gia nang luc,26.3,20259439@sis.hust.edu.vn,0965179175,So 8 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.24,134,Tran Thi B
20259440,Do Tuan Tuan,KHMT02-K68,11/10/2004,Ha Noi,Nu,Hoc ba,28.4,20259440@sis.hust.edu.vn,0916328592,So 3 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,1.31,104,Pham Minh D
20259441,Tran Hai Nam,KHMT01-K67,09/12/2007,Hai Phong,Nam,Hoc ba,29.7,20259441@sis.hust.edu.vn,0956268477,So 137 Pho Chua Boc - Hai Phong,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.98,132,Pham Minh D
20259442,Ngo Hai Mai,DTVT01-K68,08/09/2007,Da Nang,Nam,Hoc ba,28.2,20259442@sis.hust.edu.vn,0971854787,So 18 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,2.14,29,Hoang Duc E
20259443,Duong Duc Yen,ATTT03-K68,02/07/2007,Thai Binh,Nam,Danh gia nang luc,21,20259443@sis.hust.edu.vn,0957340853,So 69 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,3.07,62,Hoang Duc E
20259444,Vu Van Phuong,KHMT02-K68,22/06/2006,Thai Nguyen,Nu,Tuyen thang,28.9,20259444@sis.hust.edu.vn,0971356337,So 55 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,1.91,108,Nguyen Van A
20259445,Ly Duc Viet,HTTT01-K68,23/08/2007,Thai Nguyen,Nam,Diem thi THPT,27.1,20259445@sis.hust.edu.vn,0984436851,So 125 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Canh cao,2025,3.55,132,Le Van C
20259446,Duong Hai Quan,CTTT02-K68,02/11/2006,Hai Phong,Nu,Diem thi THPT,25.5,20259446@sis.hust.edu.vn,0953548197,So 136 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.2,10,Nguyen Van A
20259447,Hoang Xuan Linh,KHMT02-K68,01/11/2006,Ha Noi,Nam,Danh gia nang luc,27.6,20259447@sis.hust.edu.vn,0912878081,So 21 Pho Chua Boc - Ha Noi,He thong thong tin,Truong CNTT&TT,Bao luu,2024,2.36,67,Hoang Duc E
20259448,Vu Duy Hanh,ATTT03-K68,11/07/2006,Nam Dinh,Nam,Hoc ba,25.9,20259448@sis.hust.edu.vn,0989209650,So 56 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,1.42,69,Tran Thi B
20259449,Dang Quang Son,CTTT02-K68,26/08/2005,Nam Dinh,Nam,Diem thi THPT,27.8,20259449@sis.hust.edu.vn,0953956516,So 95 Pho Chua Boc - Nam Dinh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2023,3.19,112,Pham Minh D
20259450,Ly Thanh Long,KHMT01-K67,03/10/2005,Quang Ninh,Nu,Tuyen thang,29.6,20259450@sis.hust.edu.vn,0966406069,So 139 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,1.61,29,Nguyen Van A
20259451,Ho Minh Trang,HTTT01-K68,20/09/2006,Can Tho,Nu,Danh gia nang luc,29.5,20259451@sis.hust.edu.vn,0937130277,So 76 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,1.08,116,Pham Minh D
20259452,Pham Minh Son,CTTT02-K68,20/09/2004,Quang Ninh,Nam,Tuyen thang,28.3,20259452@sis.hust.edu.vn,0914932042,So 97 Pho Chua Boc - Quang Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,3.34,81,Tran Thi B
20259453,Le Tuan Long,KHMT02-K68,19/10/2005,Thai Nguyen,Nam,Hoc ba,23.5,20259453@sis.hust.edu.vn,0941749346,So 61 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,1.61,124,Le Van C
20259454,Do Quang Trang,DTVT01-K68,25/07/2007,Hue,Nu,Hoc ba,27.4,20259454@sis.hust.edu.vn,0940417682,So 111 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,3.33,96,Hoang Duc E
20259455,Duong Xuan Nam,CNPM02-K67,14/04/2004,Can Tho,Nam,Diem thi THPT,21.2,20259455@sis.hust.edu.vn,0916664083,So 11 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Canh cao,2022,2.49,127,Pham Minh D
20259456,Pham Thi Binh,ATTT03-K68,13/05/2006,Hai Phong,Nu,Hoc ba,29.2,20259456@sis.hust.edu.vn,0959517784,So 77 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,2.18,128,Hoang Duc E
20259457,Vu Xuan Quan,HTTT01-K68,11/05/2006,Thanh Hoa,Nam,Danh gia nang luc,27.5,20259457@sis.hust.edu.vn,0934393646,So 91 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,2.65,130,Hoang Duc E
20259458,Do Xuan Phong,HTTT01-K68,28/08/2005,Thai Nguyen,Nu,Danh gia nang luc,28.6,20259458@sis.hust.edu.vn,0920261248,So 143 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2023,1.77,72,Nguyen Van A
20259459,Phan Ngoc Giang,CNPM01-K68,20/04/2006,Ha Noi,Nam,Hoc ba,20.5,20259459@sis.hust.edu.vn,0992694920,So 66 Pho Chua Boc - Ha Noi,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,1.35,118,Le Van C
20259460,Tran Duc Giang,KHMT01-K67,11/06/2004,Da Nang,Nu,Hoc ba,27.8,20259460@sis.hust.edu.vn,0931713366,So 91 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.44,63,Tran Thi B
20259461,Ngo Tuan Linh,KHMT01-K67,16/06/2006,Nam Dinh,Nu,Danh gia nang luc,20.5,20259461@sis.hust.edu.vn,0962818757,So 6 Pho Chua Boc - Nam Dinh,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2024,3.93,59,Nguyen Van A
20259462,Ly Ngoc Binh,KHMT02-K68,02/04/2007,Da Nang,Nu,Diem thi THPT,22,20259462@sis.hust.edu.vn,0993239920,So 76 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2025,1.11,79,Tran Thi B
20259463,Vu Thanh Long,KHMT01-K67,13/01/2007,Bac Ninh,Nam,Tuyen thang,23.8,20259463@sis.hust.edu.vn,0975444219,So 70 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2025,3.46,101,Le Van C
20259464,Pham Xuan Tuan,CNPM02-K67,24/09/2007,Thai Nguyen,Nam,Hoc ba,22.9,20259464@sis.hust.edu.vn,0978360242,So 113 Pho Chua Boc - Thai Nguyen,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,1.39,92,Le Van C
20259465,Duong Hai Long,CTTT02-K68,15/10/2007,Hue,Nu,Danh gia nang luc,25.5,20259465@sis.hust.edu.vn,0993169267,So 68 Pho Chua Boc - Hue,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,2.09,53,Le Van C
20259466,Vu Quoc Tuan,KHMT01-K67,21/08/2004,Ha Tinh,Nu,Danh gia nang luc,21.9,20259466@sis.hust.edu.vn,0930100102,So 112 Pho Chua Boc - Ha Tinh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.3,149,Tran Thi B
20259467,Nguyen Quang Oanh,CTTT02-K68,24/01/2007,Hai Phong,Nu,Tuyen thang,27.2,20259467@sis.hust.edu.vn,0943652376,So 50 Pho Chua Boc - Hai Phong,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,1.05,36,Pham Minh D
20259468,Phan Xuan Giang,CTTT02-K68,08/02/2005,Hai Phong,Nam,Danh gia nang luc,26.6,20259468@sis.hust.edu.vn,0941427050,So 38 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.35,56,Le Van C
20259469,Ngo Thi Oanh,CNPM02-K67,12/11/2007,Nghe An,Nu,Tuyen thang,23.5,20259469@sis.hust.edu.vn,0959282626,So 138 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,3.59,64,Tran Thi B
20259470,Hoang Ngoc Viet,CTTT02-K68,17/07/2004,Bac Ninh,Nam,Danh gia nang luc,21.4,20259470@sis.hust.edu.vn,0986539612,So 131 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Bao luu,2022,1.86,146,Tran Thi B
20259471,Vu Huu Dung,DTVT01-K68,12/08/2004,Thai Binh,Nu,Diem thi THPT,20.4,20259471@sis.hust.edu.vn,0953022390,So 72 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,2.07,146,Tran Thi B
20259472,Duong Minh Viet,KHMT02-K68,05/12/2006,Thanh Hoa,Nu,Diem thi THPT,25.2,20259472@sis.hust.edu.vn,0977850834,So 132 Pho Chua Boc - Thanh Hoa,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,1.42,135,Nguyen Van A
20259473,Hoang Xuan Quan,DTVT01-K68,15/07/2007,Thanh Hoa,Nu,Danh gia nang luc,22.8,20259473@sis.hust.edu.vn,0943303255,So 65 Pho Chua Boc - Thanh Hoa,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,2.64,85,Tran Thi B
20259474,Vu Duc Cuong,ATTT03-K68,04/01/2006,Thanh Hoa,Nam,Hoc ba,25,20259474@sis.hust.edu.vn,0990702264,So 54 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,2.05,81,Le Van C
20259475,Duong Duy Linh,CNPM01-K68,03/10/2005,Can Tho,Nu,Danh gia nang luc,23.5,20259475@sis.hust.edu.vn,0950062697,So 118 Pho Chua Boc - Can Tho,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,2.08,49,Tran Thi B
20259476,Tran Thi Hung,KHMT01-K67,01/10/2006,Bac Ninh,Nu,Hoc ba,23.5,20259476@sis.hust.edu.vn,0953957772,So 88 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.68,101,Hoang Duc E
20259477,Duong Quang Hai,DTVT01-K68,21/06/2004,Ha Tinh,Nu,Diem thi THPT,22.1,20259477@sis.hust.edu.vn,0962758714,So 127 Pho Chua Boc - Ha Tinh,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2022,1.72,113,Pham Minh D
20259478,Tran Quang Oanh,CTTT02-K68,15/03/2005,Hue,Nu,Tuyen thang,21.4,20259478@sis.hust.edu.vn,0933816074,So 87 Pho Chua Boc - Hue,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,2.27,120,Tran Thi B
20259479,Phan Duc Mai,KHMT02-K68,13/03/2007,Quang Ninh,Nu,Tuyen thang,26.6,20259479@sis.hust.edu.vn,0918720930,So 87 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,2.11,67,Tran Thi B
20259480,Tran Duy Dung,KHMT02-K68,26/03/2006,Thai Binh,Nam,Hoc ba,22.2,20259480@sis.hust.edu.vn,0988560050,So 9 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Bao luu,2024,1.21,137,Hoang Duc E
20259481,Bui Duc Phuc,CTTT02-K68,10/01/2004,Hue,Nu,Danh gia nang luc,20.6,20259481@sis.hust.edu.vn,0948914859,So 36 Pho Chua Boc - Hue,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.28,6,Nguyen Van A
20259482,Ngo Anh Quan,CNPM01-K68,02/06/2005,Hai Phong,Nu,Tuyen thang,28.1,20259482@sis.hust.edu.vn,0933828444,So 20 Pho Chua Boc - Hai Phong,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,2.02,150,Hoang Duc E
20259483,Pham Thanh Oanh,CNPM02-K67,19/06/2004,Bac Ninh,Nu,Tuyen thang,29.8,20259483@sis.hust.edu.vn,0919990069,So 146 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,1.34,2,Hoang Duc E
20259484,Ly Tuan Phuc,CNPM02-K67,24/01/2007,Nam Dinh,Nu,Hoc ba,25.1,20259484@sis.hust.edu.vn,0913274826,So 61 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,3.98,109,Tran Thi B
20259485,Nguyen Minh Dung,HTTT01-K68,07/02/2006,Thai Binh,Nu,Danh gia nang luc,26.8,20259485@sis.hust.edu.vn,0924774769,So 139 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,3.42,40,Nguyen Van A
20259486,Le Anh Viet,HTTT01-K68,06/12/2004,Bac Ninh,Nam,Tuyen thang,23.3,20259486@sis.hust.edu.vn,0963969432,So 53 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2022,1.69,119,Tran Thi B
20259487,Nguyen Huu Hung,CNPM01-K68,21/09/2007,Nam Dinh,Nu,Tuyen thang,29.9,20259487@sis.hust.edu.vn,0985686887,So 80 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,2.95,60,Pham Minh D
20259488,Bui Quoc Yen,KHMT01-K67,24/09/2006,Quang Ninh,Nu,Tuyen thang,29,20259488@sis.hust.edu.vn,0942394791,So 24 Pho Chua Boc - Quang Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,3.87,148,Le Van C
20259489,Dang Thi Dung,KHMT02-K68,20/11/2007,Ha Noi,Nu,Diem thi THPT,20.6,20259489@sis.hust.edu.vn,0985454106,So 102 Pho Chua Boc - Ha Noi,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,1.73,147,Hoang Duc E
20259490,Ly Anh Dong,KHMT01-K67,05/11/2005,Ha Tinh,Nam,Hoc ba,29.2,20259490@sis.hust.edu.vn,0986006884,So 121 Pho Chua Boc - Ha Tinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,2.31,53,Pham Minh D
20259491,Le Xuan Yen,CTTT02-K68,16/11/2006,Bac Ninh,Nam,Diem thi THPT,23.7,20259491@sis.hust.edu.vn,0954308031,So 145 Pho Chua Boc - Bac Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,2.31,83,Le Van C
20259492,Ho Hai Hanh,CNPM02-K67,05/02/2005,Ha Tinh,Nam,Diem thi THPT,21,20259492@sis.hust.edu.vn,0991250752,So 45 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,1.76,112,Pham Minh D
20259493,Tran Huu Hanh,HTTT01-K68,25/07/2007,Quang Nam,Nu,Danh gia nang luc,20.1,20259493@sis.hust.edu.vn,0970947132,So 146 Pho Chua Boc - Quang Nam,Dien tu vien thong,Khoa Vien thong,Dang hoc,2025,1.75,6,Le Van C
20259494,Nguyen Anh Quan,DTVT01-K68,09/07/2004,Thai Binh,Nu,Diem thi THPT,29,20259494@sis.hust.edu.vn,0939295995,So 63 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2022,1.35,88,Nguyen Van A
20259495,Duong Huu Binh,HTTT01-K68,11/12/2005,Thai Binh,Nu,Diem thi THPT,27.1,20259495@sis.hust.edu.vn,0912501997,So 41 Pho Chua Boc - Thai Binh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,2.33,91,Nguyen Van A
20259496,Phan Anh Nam,DTVT01-K68,02/02/2005,Thanh Hoa,Nam,Hoc ba,29.5,20259496@sis.hust.edu.vn,0988659084,So 48 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Bao luu,2023,1.04,144,Nguyen Van A
20259497,Pham Huu Binh,CTTT02-K68,18/04/2005,Hai Phong,Nu,Hoc ba,27.9,20259497@sis.hust.edu.vn,0989028487,So 46 Pho Chua Boc - Hai Phong,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,1.71,47,Hoang Duc E
20259498,Ly Duy Mai,HTTT01-K68,04/02/2007,Quang Ninh,Nam,Tuyen thang,24.7,20259498@sis.hust.edu.vn,0936222302,So 13 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,1.21,0,Pham Minh D
20259499,Le Hai Son,DTVT01-K68,24/01/2007,Ha Tinh,Nam,Hoc ba,21.9,20259499@sis.hust.edu.vn,0985925192,So 11 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,2.21,53,Hoang Duc E
20259500,Do Xuan Vy,HTTT01-K68,23/01/2005,Quang Ninh,Nu,Danh gia nang luc,22.8,20259500@sis.hust.edu.vn,0923277059,So 14 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Canh cao,2023,3.76,122,Hoang Duc E
20259501,Vu Quang Mai,CTTT02-K68,18/06/2004,Thai Binh,Nu,Hoc ba,20.3,20259501@sis.hust.edu.vn,0924326812,So 21 Pho Chua Boc - Thai Binh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.42,69,Nguyen Van A
20259502,Duong Minh Quan,CNPM02-K67,15/07/2004,Hai Phong,Nu,Tuyen thang,29.2,20259502@sis.hust.edu.vn,0913551803,So 144 Pho Chua Boc - Hai Phong,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.07,90,Nguyen Van A
20259503,Pham Thanh Hung,CTTT02-K68,05/11/2006,Hue,Nu,Danh gia nang luc,29.1,20259503@sis.hust.edu.vn,0938395490,So 136 Pho Chua Boc - Hue,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,1.32,124,Hoang Duc E
20259504,Ly Xuan Hung,HTTT01-K68,09/08/2005,Ha Noi,Nam,Danh gia nang luc,22.7,20259504@sis.hust.edu.vn,0920043922,So 101 Pho Chua Boc - Ha Noi,Ky thuat may tinh,Khoa Dien tu,Bao luu,2023,2.23,82,Hoang Duc E
20259505,Phan Van Trang,ATTT03-K68,06/05/2005,Hue,Nu,Danh gia nang luc,24.2,20259505@sis.hust.edu.vn,0970962206,So 46 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Bao luu,2023,1.94,62,Le Van C
20259506,Bui Minh Cuong,KHMT01-K67,12/09/2005,Da Nang,Nu,Danh gia nang luc,27.4,20259506@sis.hust.edu.vn,0960077793,So 18 Pho Chua Boc - Da Nang,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,2,2,Tran Thi B
20259507,Duong Duc Long,CNPM02-K67,09/11/2006,Hai Phong,Nam,Diem thi THPT,23.4,20259507@sis.hust.edu.vn,0969217942,So 28 Pho Chua Boc - Hai Phong,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,1.45,10,Le Van C
20259508,Pham Minh Huy,DTVT01-K68,27/07/2006,Da Nang,Nam,Hoc ba,20.9,20259508@sis.hust.edu.vn,0930989193,So 71 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2024,2.57,123,Tran Thi B
20259509,Ly Xuan Binh,CTTT02-K68,19/11/2006,Hai Phong,Nu,Diem thi THPT,28,20259509@sis.hust.edu.vn,0962816653,So 77 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.75,99,Tran Thi B
20259510,Ho Hai Viet,KHMT01-K67,03/11/2006,Hai Phong,Nam,Diem thi THPT,28.9,20259510@sis.hust.edu.vn,0942882965,So 93 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2024,1.6,143,Pham Minh D
20259511,Ngo Minh Quan,DTVT01-K68,23/03/2005,Quang Nam,Nu,Danh gia nang luc,26.7,20259511@sis.hust.edu.vn,0950463151,So 59 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,1.06,83,Hoang Duc E
20259512,Duong Minh Hai,HTTT01-K68,21/07/2007,Da Nang,Nu,Hoc ba,25.6,20259512@sis.hust.edu.vn,0984724593,So 47 Pho Chua Boc - Da Nang,An toan thong tin,Truong CNTT&TT,Bao luu,2025,3.23,114,Nguyen Van A
20259513,Duong Ngoc Son,KHMT02-K68,13/08/2006,Ha Noi,Nu,Hoc ba,23.9,20259513@sis.hust.edu.vn,0950287950,So 35 Pho Chua Boc - Ha Noi,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,1.45,120,Tran Thi B
20259514,Pham Xuan Dung,KHMT02-K68,04/02/2005,Thai Binh,Nam,Diem thi THPT,24.8,20259514@sis.hust.edu.vn,0998024412,So 19 Pho Chua Boc - Thai Binh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,1.35,52,Tran Thi B
20259515,Do Duy Binh,ATTT03-K68,27/11/2007,Thai Binh,Nam,Hoc ba,26.7,20259515@sis.hust.edu.vn,0952957475,So 73 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Canh cao,2025,1.53,104,Le Van C
20259516,Vu Ngoc Phuc,KHMT02-K68,28/09/2006,Nghe An,Nu,Hoc ba,27.3,20259516@sis.hust.edu.vn,0992937287,So 30 Pho Chua Boc - Nghe An,Dien tu vien thong,Khoa Vien thong,Bao luu,2024,1.74,147,Pham Minh D
20259517,Tran Tuan Vy,DTVT01-K68,27/12/2007,TP HCM,Nu,Tuyen thang,28.1,20259517@sis.hust.edu.vn,0977664637,So 30 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,1.75,24,Pham Minh D
20259518,Ngo Anh Long,HTTT01-K68,23/01/2006,Ha Tinh,Nu,Diem thi THPT,25.8,20259518@sis.hust.edu.vn,0941886350,So 131 Pho Chua Boc - Ha Tinh,Dien tu vien thong,Khoa Vien thong,Bao luu,2024,3.64,53,Le Van C
20259519,Ngo Thi Trang,KHMT01-K67,24/08/2007,Thanh Hoa,Nu,Danh gia nang luc,24.7,20259519@sis.hust.edu.vn,0945385434,So 94 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.33,54,Nguyen Van A
20259520,Do Huu Long,KHMT02-K68,19/04/2005,Nghe An,Nu,Hoc ba,27.1,20259520@sis.hust.edu.vn,0932468567,So 99 Pho Chua Boc - Nghe An,He thong thong tin,Truong CNTT&TT,Bao luu,2023,1.58,57,Le Van C
20259521,Hoang Minh Hung,HTTT01-K68,03/10/2007,Thanh Hoa,Nu,Danh gia nang luc,28.8,20259521@sis.hust.edu.vn,0994029185,So 83 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.05,35,Nguyen Van A
20259522,Vu Minh Hanh,CTTT02-K68,27/03/2006,Bac Ninh,Nam,Diem thi THPT,26.9,20259522@sis.hust.edu.vn,0962609633,So 42 Pho Chua Boc - Bac Ninh,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,3.71,9,Tran Thi B
20259523,Bui Hai Dong,CTTT02-K68,25/09/2007,Can Tho,Nam,Danh gia nang luc,27.4,20259523@sis.hust.edu.vn,0948404673,So 40 Pho Chua Boc - Can Tho,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.45,27,Hoang Duc E
20259524,Do Duy Dong,KHMT02-K68,26/04/2004,Thai Binh,Nu,Danh gia nang luc,29.1,20259524@sis.hust.edu.vn,0995816715,So 133 Pho Chua Boc - Thai Binh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2022,2.08,70,Hoang Duc E
20259525,Ly Duy Giang,ATTT03-K68,28/12/2005,Da Nang,Nu,Tuyen thang,28.3,20259525@sis.hust.edu.vn,0958569139,So 27 Pho Chua Boc - Da Nang,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2023,3.64,61,Le Van C
20259526,Tran Anh Long,DTVT01-K68,17/06/2005,Hai Phong,Nu,Danh gia nang luc,26.3,20259526@sis.hust.edu.vn,0972800865,So 41 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2023,2.7,115,Hoang Duc E
20259527,Ho Huu Tuan,KHMT02-K68,12/12/2006,Nam Dinh,Nam,Danh gia nang luc,27.3,20259527@sis.hust.edu.vn,0929499602,So 130 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,3.17,90,Pham Minh D
20259528,Bui Tuan Tuan,CTTT02-K68,25/04/2005,Hue,Nu,Diem thi THPT,29.4,20259528@sis.hust.edu.vn,0920149514,So 146 Pho Chua Boc - Hue,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,2.8,147,Hoang Duc E
20259529,Ngo Huu Nam,KHMT01-K67,22/01/2005,Thai Nguyen,Nam,Tuyen thang,28.7,20259529@sis.hust.edu.vn,0971972266,So 68 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Bao luu,2023,2.1,47,Pham Minh D
20259530,Ngo Hai Phong,KHMT02-K68,06/12/2004,Hai Phong,Nu,Tuyen thang,25.1,20259530@sis.hust.edu.vn,0995180521,So 140 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2022,2.67,122,Pham Minh D
20259531,Hoang Ngoc Dong,ATTT03-K68,03/06/2005,Hai Phong,Nu,Hoc ba,29.9,20259531@sis.hust.edu.vn,0959534276,So 8 Pho Chua Boc - Hai Phong,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2023,3.45,104,Le Van C
20259532,Hoang Van Viet,CTTT02-K68,12/02/2007,Thai Nguyen,Nam,Tuyen thang,22.2,20259532@sis.hust.edu.vn,0929522031,So 55 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.4,88,Tran Thi B
20259533,Pham Thi Tuan,CNPM02-K67,02/03/2006,Quang Ninh,Nu,Tuyen thang,22.4,20259533@sis.hust.edu.vn,0957873835,So 12 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2024,2.85,31,Nguyen Van A
20259534,Vu Thanh Dong,ATTT03-K68,18/03/2006,Quang Nam,Nu,Hoc ba,25,20259534@sis.hust.edu.vn,0917727053,So 114 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,3.21,134,Hoang Duc E
